"from","to","strength","direction"
"LRP1","TGFB2",0.74,0.637083333333333
"RBPJ","HES1",0.71,0.565833333333333
"TBX1","SOX4",0.73,0.500833333333333
"CD74","PMAIP1",0.71,0.705833333333333
"CD74","ZMPSTE24",0.71,0.688333333333333
"MIF","TP53",0.71,0.6975
"PMAIP1","TP53",0.84,0.609583333333333
"HSF1","OTUB1",0.83,0.8775
"RPS3","SHLD2",0.72,0.643333333333333
"SHLD2","POLQ",0.84,0.512916666666667
"AKT1","PABPC4",0.7,0.887083333333333
"ADIPOQ","TYR",0.72,0.624166666666667
"CITED1","RAPGEF3",0.8,0.759166666666667
"GATA1","DMTN",0.7,0.55
"GATA6","PIK3CG",0.77,0.727916666666667
"B4GALT1","CCL19",0.74,0.79875
"CLEC4M","LGALS3",0.73,0.7325
"ADORA1","NR4A3",0.81,0.949166666666667
"APOE","CCL3",0.76,0.71375
"APOE","EIF2AK4",0.77,0.802083333333333
"LEPR","MEF2C",0.74,0.689166666666667
"MEF2C","STAT3",0.78,0.5425
"JAG1","SEMA3C",0.7,0.7625
"MIR17HG","SOX4",0.77,0.728333333333333
"IFNE","RET",0.72,0.805
"IFNW1","IFNG",0.87,0.7375
"BRD1","FOS",0.73,0.799583333333333
"ERCC1","PTK2B",0.72,0.834583333333333
"FOXO3","PTK2B",0.77,0.622083333333333
"GAL","SOD2",0.79,0.53625
"GPI","PTK2B",0.88,0.685
"GATA3","STAT1",0.76,0.68625
"ADIPOQ","AQP3",0.75,0.768333333333333
"GSN","HYAL2",0.79,0.734583333333333
"GSN","SLC15A2",0.72,0.667916666666667
"PTPN1","XBP1",0.74,0.736666666666667
"SELENOS","TMBIM6",0.71,0.668333333333333
"TMBIM6","XBP1",0.73,0.638333333333333
"ABL1","NBL1",0.71,0.763333333333333
"BMP4","MICOS10-NBL1",0.78,0.672083333333333
"RBPJ","SKIL",0.7,0.790833333333333
"SOX11","WNT1",0.75,0.769166666666667
"DLG5","SMAD3",0.8,0.731666666666667
"EPHB3","RAC1",0.82,0.652083333333333
"IL1RAP","SEMA4A",0.72,0.669583333333333
"BMP6","INAVA",0.85,0.845416666666667
"CDC42","PIP5K1C",0.78,0.555416666666667
"CSK","VEGFA",0.71,0.746666666666667
"EFNB2","SRC",0.71,0.770833333333333
"HIPK1","PLEC",0.86,0.77
"ABL1","SMAD3",0.8,0.7775
"BCL2","RHOA",0.71,0.61
"EIF2AK2","LRP5",0.73,0.837083333333333
"EIF2AK2","LTF",0.8,0.787083333333333
"GATA1","LRP5",0.8,0.618333333333333
"GREM1","LTF",0.74,0.557916666666667
"LTF","RHOA",0.76,0.552083333333333
"CEACAM1","BMP6",0.7,0.505
"IRS2","SLC7A11",0.73,0.7525
"ZNF335","HIF1A",0.72,0.728333333333333
"HSF1","RBPJ",0.82,0.531666666666667
"KLF2","NOTCH1",0.7,0.820416666666667
"KLF2","RBPJ",0.71,0.8
"CTNNB1","MEF2C",0.71,0.75125
"GJA1","IGF2",0.79,0.6225
"MEF2C","RPS6KB1",0.73,0.604583333333333
"SOX11","SIRT2",0.9,0.594166666666667
"EPHB1","SIX1",0.72,0.736666666666667
"ANXA1","SIX4",0.77,0.662916666666667
"THBS4","ANXA1",0.7,0.54375
"CLU","RELA",0.73,0.561666666666667
"FKBP1A","IFNGR1",0.74,0.638333333333333
"FLOT2","IFNG",0.75,0.639166666666667
"FLOT2","PICALM",0.71,0.833333333333333
"ACE","DLG5",0.7,0.856666666666667
"ACTG1","CLDN18",0.81,0.906666666666667
"CD9","MYO1C",0.75,0.804166666666667
"HIPK1","SRF",0.72,0.751666666666667
"RNASET2","TNFRSF1B",0.71,0.525833333333333
"ACVR1B","CIB1",0.72,0.857916666666667
"ADAM8","NLRC4",0.72,0.9275
"ANXA2","XIAP",0.73,0.6975
"CARD8","THBS1",0.73,0.86
"PRNP","XIAP",0.85,0.584166666666667
"ITCH","RNF41",0.75,0.682916666666667
"RAG1","TRIM13",0.78,0.871666666666667
"RNF187","TRIM17",0.72,0.75875
"SH3RF1","TRIM17",0.87,0.730833333333333
"EMILIN1","TNFRSF1B",0.71,0.598333333333333
"NOTCH1","TGFB1",0.72,0.585416666666667
"ROCK1","SLIT2",0.74,0.569583333333333
"SMAD6","ROCK1",0.74,0.62
"ADA","BLOC1S6",0.84,0.558333333333333
"APOBEC3D","PTGDR",0.76,0.7975
"APOBEC3G","BLOC1S6",0.92,0.745416666666667
"APOBEC3H","BLOC1S6",0.73,0.565833333333333
"HPRT1","APOBEC3C",0.74,0.583333333333333
"HPRT1","BLOC1S6",0.7,0.6525
"ENPP1","SOCS1",0.7,0.809166666666667
"MSTN","PTPN2",0.72,0.7175
"NCK1","SOCS1",0.73,0.769166666666667
"PTPN1","PRKCZ",0.74,0.518333333333333
"PTPN1","RPS6KB1",0.78,0.505
"EDN1","TGFBR3",0.79,0.764583333333333
"FGFR2","MAPK14",0.75,0.7125
"GATA6","RBPJ",0.73,0.716666666666667
"MAPK14","MIR17HG",0.7,0.690833333333333
"MAPK14","RBPJ",0.71,0.571666666666667
"MAPK14","TGFBR3",0.76,0.540833333333333
"MEF2C","RBPJ",0.7,0.675833333333333
"NOTCH1","TGFBR3",0.77,0.80125
"GPC3","IGF1",0.75,0.552083333333333
"NFE2L2","YES1",0.7,0.660833333333333
"DHX36","PAF1",0.91,0.77
"HMGB1","SIRT1",0.82,0.708333333333333
"FLT4","VEGFA",0.72,0.725833333333333
"CHGA","NF1",0.75,0.8425
"DLG1","SCIN",0.72,0.6375
"EDN1","LEP",0.75,0.725
"TNFRSF1B","YY1",0.7,0.636666666666667
"ARRB2","HSPA1A",0.85,0.864166666666667
"HSPA1A","SLC25A5",0.74,0.759166666666667
"HSPA1A","TFRC",0.95,0.905
"IGF1","MAPT",0.76,0.82375
"TP53","HSPA1A",0.76,0.735
"TP53","PPARG",0.77,0.571666666666667
"CDK6","SMAD6",0.77,0.791666666666667
"CITED1","LRP5",0.71,0.658333333333333
"LRP5","TNFAIP6",0.74,0.847083333333334
"TMEM64","VEGFC",0.85,0.705416666666667
"TNFAIP6","TNF",0.7,0.8675
"ACE","SOX11",0.81,0.824166666666667
"ATXN1L","CITED1",0.73,0.796666666666667
"EIF2AK2","ZFP36L1",0.71,0.809166666666667
"MIR221","PIM1",0.75,0.577083333333333
"BAX","SLC25A5",0.72,0.721666666666667
"BCL2L11","LAPTM5",0.7,0.913333333333333
"BCL2L11","TMEM102",0.79,0.74375
"BLOC1S2","HSPA1A",0.78,0.72375
"GREM1","JUNB",0.73,0.562916666666667
"LTF","GREM1",0.72,0.62125
"F7","TGFBR2",0.8,0.933333333333333
"INHBA","RORA",0.74,0.63125
"RORA","TGFBR2",0.76,0.733333333333333
"RORC","TGFBR2",0.82,0.810833333333333
"AIMP1","BAD",0.74,0.882083333333333
"MAPKAPK2","SLC11A1",0.76,0.734166666666667
"YTHDF2","ZC3HAV1",0.72,0.68
"CD244","PRKCE",0.7,0.698333333333333
"GPLD1","HRH1",0.74,0.634583333333333
"KAT2A","SNCA",0.74,0.700833333333333
"PMAIP1","STK11",0.81,0.7175
"APOE","GSN",0.7,0.753333333333333
"CD81","ITGB7",0.85,0.8
"CD81","PIGR",0.73,0.8575
"DNAJA3","ITGB2",0.71,0.815
"DNAJA3","ITGB7",0.88,0.8075
"ITGA4","SCRIB",0.72,0.7125
"ITGAL","ITGB2",0.88,0.768333333333333
"SCRIB","SLC7A11",0.79,0.711666666666667
"ANXA2","CD300A",0.72,0.743333333333333
"ANXA2","MIR27A",0.81,0.897083333333333
"CD300A","RABGEF1",0.79,0.900833333333333
"NR1H2","RABGEF1",0.96,0.9325
"RAC1","RIN3",0.78,0.7075
"AIF1","FCGR2B",0.8,0.721666666666667
"ATF2","MAP2K1",0.81,0.55875
"CRK","MAP2K1",0.83,0.649166666666667
"DLL1","LDB1",0.73,0.810416666666666
"NCSTN","PSEN1",0.8,0.834166666666667
"CTSL","MMP21",0.82,0.5475
"FURIN","CTSS",0.75,0.595
"ITGB1","MMP28",0.72,0.759583333333333
"MMP9","PRTN3",0.85,0.703333333333333
"APOA1","MDK",0.7,0.913333333333333
"CIB1","CRKL",0.8,0.703333333333333
"PREX1","UNC13D",0.7,0.665
"CORO1A","P2RX7",0.72,0.705
"BMP4","SIRT2",0.8,0.700416666666667
"LEF1","SIRT2",0.83,0.817083333333333
"APPL2","MYC",0.71,0.664583333333333
"LEP","SELENOS",0.76,0.9425
"EMILIN1","PDPK1",0.76,0.733333333333333
"FKBP1A","HSPA1A",0.8,0.715
"HSPA1A","SKIL",0.78,0.747916666666667
"PDPK1","TGFB3",0.75,0.603333333333333
"SMAD7","WNT1",0.7,0.626666666666667
"TGFBR3","WNT1",0.72,0.628333333333333
"ACTG1","EXT1",0.75,0.790416666666667
"AMBRA1","MAPK3",0.84,0.86125
"PHB2","SQSTM1",0.92,0.828333333333333
"RIPK2","TAFAZZIN",0.77,0.660833333333333
"RIPK2","TP53",0.73,0.62875
"STING1","TP53",0.74,0.814166666666667
"TAFAZZIN","CALCOCO2",0.77,0.59125
"TAFAZZIN","SLC25A5",0.72,0.538333333333333
"APOE","PLA2G2A",0.87,0.79875
"EPHB1","GLI3",0.76,0.71875
"GLI3","HOXA3",0.71,0.67125
"MAFB","GLI3",0.73,0.633333333333333
"TBX1","HOXA3",0.77,0.515833333333333
"AP3B1","AP3D1",0.79,0.84375
"BCL2","PIKFYVE",0.85,0.69
"BLOC1S2","BLOC1S6",0.74,0.800833333333333
"BLOC1S2","RAB29",0.71,0.68625
"BLOC1S3","BLOC1S6",0.72,0.744166666666667
"RAB32","AP3D1",0.79,0.5275
"BAX","PLCG2",0.74,0.676666666666667
"CRACR2A","CX3CL1",0.74,0.764166666666667
"KLF4","PTK2B",0.88,0.560833333333333
"MEF2C","SRC",0.8,0.61875
"PLEC","SOCS5",0.71,0.506666666666667
"GREM1","WNT2B",0.74,0.731666666666667
"SIX4","SIX1",0.7,0.5725
"FLOT1","NOTCH4",0.77,0.6425
"CYBA","SUCNR1",0.74,0.848333333333333
"EMP2","EDNRB",0.7,0.545
"EMP2","SUCNR1",0.83,0.61
"GAS6","RHOA",0.83,0.605
"ADA","APOBEC3G",0.7,0.78
"APOBEC3C","PNP",0.81,0.596666666666667
"CTNNB1","ZMIZ1",0.76,0.827083333333333
"MUL1","RELA",0.72,0.605833333333333
"MUL1","ZMIZ1",0.7,0.891666666666667
"RELA","ZMIZ1",0.8,0.759166666666667
"ATP7A","SRC",0.71,0.6275
"ATP7A","YES1",0.85,0.662916666666667
"FYN","PDGFD",0.88,0.707916666666667
"BMP4","NOTCH1",0.86,0.76625
"DLL1","CXCL10",0.84,0.620833333333333
"IL18","NOTCH1",0.85,0.737083333333333
"TGFB1","NOTCH1",0.76,0.852916666666667
"CXCR4","TRPV1",0.74,0.818333333333333
"SOD2","NFE2L2",0.7,0.6425
"F2","WNT4",0.73,0.659166666666667
"ATF2","MAP3K5",0.77,0.841666666666667
"ATF4","EIF2AK4",0.84,0.82375
"CDKN1A","MAPK1",0.7,0.80125
"EIF2AK4","TFEB",0.78,0.779166666666667
"FLCN","MTOR",0.8,0.681666666666667
"PRKD1","MAPK3",0.74,0.586666666666667
"BMP5","ZFP36L1",0.73,0.940833333333334
"FZD5","LEF1",0.74,0.623333333333333
"FZD5","ZFP36L1",0.82,0.770833333333333
"HES1","JUNB",0.75,0.832083333333333
"IL10","PLG",0.71,0.656666666666667
"JUNB","RBPJ",0.83,0.715833333333333
"ANXA1","KLF4",0.96,0.8925
"BCL3","CACTIN",0.7,0.69375
"BCL3","SSC5D",0.74,0.65125
"CACTIN","PTPN22",0.72,0.821666666666667
"CACTIN","SSC5D",0.85,0.72625
"CD33","KLF4",0.89,0.701666666666667
"OTUD7B","ELANE",0.85,0.838333333333333
"OTUD7B","SSC5D",0.78,0.775
"SSC5D","PTPN22",0.74,0.8
"AKIRIN1","GPX1",0.72,0.870416666666667
"AKIRIN1","WNT10B",0.77,0.915833333333333
"TGFBR2","WNT10B",0.91,0.85
"EREG","FASLG",0.72,0.825
"FASLG","MMP9",0.76,0.5
"FASLG","RBPJ",0.77,0.556666666666667
"FBXW7","SOS1",0.72,0.572083333333333
"RBPJ","RTN4",0.8,0.780833333333333
"LDLR","PLA2G10",0.75,0.5425
"LDLR","PRKCD",0.74,0.6725
"PLA2G6","PLPP6",0.93,0.85375
"PLCB1","SMPD1",0.76,0.657083333333333
"SMPD1","SMPDL3B",0.75,0.833333333333333
"SMPD3","SMPDL3B",0.86,0.6425
"CTNNB1","MED1",0.74,0.665416666666667
"CTNNB1","SKIL",0.9,0.885
"EPHA2","SKIL",0.74,0.770833333333333
"GATA3","MEIS1",0.74,0.600833333333333
"VIM","WNT2B",0.7,0.708333333333333
"NCK2","YTHDF1",0.7,0.6975
"ACE","NR4A3",0.75,0.975
"CREBBP","ZBTB16",0.71,0.5225
"FLVCR1","PSEN1",0.71,0.755
"BCL2","IL4R",0.7,0.692083333333333
"BRCA2","IGF1",0.73,0.762916666666667
"CCNB2","TOP2A",0.93,0.9675
"BMP6","INPPL1",0.75,0.749583333333333
"IHH","RARA",0.74,0.824583333333333
"TGFBR2","RARA",0.73,0.504166666666667
"ZMPSTE24","TRPV4",0.77,0.54
"EDNRB","IL2",0.73,0.825
"BMPR1A","EFNB2",0.71,0.85125
"EFNB2","JAG1",0.71,0.501666666666667
"LEP","LRP1",0.77,0.812916666666667
"CALR","UFL1",0.71,0.702083333333333
"KDM5D","RHOA",0.71,0.836666666666667
"PAK1","PARK7",0.86,0.77875
"PKN1","SIRT1",0.7,0.751666666666667
"PKN1","UBA5",0.8,0.774166666666667
"BRD1","EP300",0.86,0.896666666666667
"BRD1","SIRT1",0.73,0.795833333333333
"EP300","KAT7",0.99,0.97
"KAT8","SPI1",0.75,0.5175
"HDAC5","SIN3A",0.71,0.835
"PRMT6","RBM14",0.83,0.79125
"SIRT1","REST",0.74,0.524166666666667
"ADORA2A","SLC8A3",0.73,0.944166666666667
"NF1","PRKCZ",0.82,0.738333333333333
"CITED2","RUNX2",0.77,0.738333333333333
"EXT1","LRP5",0.73,0.69
"LRP5","LTF",0.7,0.555
"CTR9","JUNB",0.81,0.762916666666667
"EOMES","JUNB",0.78,0.779166666666667
"EOMES","SKIL",0.85,0.905
"FURIN","RTN4",0.86,0.748333333333333
"FURIN","SRF",0.79,0.545833333333333
"RTN4","SUPT6H",0.76,0.67375
"AIF1","RHOH",0.93,0.9275
"CRK","NF1",0.8,0.746666666666667
"CRK","RHOG",0.79,0.8725
"FARP2","WASF2",0.76,0.55125
"PIK3CG","RHOH",0.75,0.633333333333333
"NFATC2","SOD2",0.72,0.85125
"PDGFB","MIR221",0.73,0.608333333333333
"SRF","GPER1",0.79,0.566666666666667
"FLVCR1","SGPL1",0.78,0.806666666666667
"LEF1","IHH",0.76,0.676666666666667
"PTPN11","RRAS",0.7,0.778333333333333
"CSF1","SIX1",0.92,0.78375
"EDN1","SIX4",0.74,0.702916666666667
"GATA3","WNT5A",0.71,0.5075
"POLQ","SHLD1",0.71,0.622916666666667
"SHLD3","OTUB1",0.74,0.516666666666667
"MED1","NOTCH1",0.78,0.723333333333333
"LOX","PTPN1",0.71,0.639166666666667
"EGR1","HSP90AB1",0.89,0.683333333333333
"IFNG","HSP90AB1",0.73,0.70375
"DNM2","PLEKHM2",0.78,0.711666666666667
"PRKCD","WASL",0.77,0.645
"LSM14A","TSC1",0.78,0.863333333333333
"MIR27A","RPL13A",0.76,0.835833333333333
"PURA","SPHK1",0.71,0.8225
"CTSC","TNFRSF21",0.74,0.725833333333333
"DLG1","SIRT2",0.8,0.92
"RARA","TNFRSF1B",0.88,0.671666666666667
"POLB","TNF",0.81,0.8475
"SEMA3C","TWSG1",0.74,0.541666666666667
"KAT2A","SOX11",0.79,0.52
"ADAM17","APP",0.91,0.91375
"ADAM17","PSEN1",0.9,0.836666666666667
"CBLB","FBXW7",0.88,0.723333333333333
"CBLB","NCF1",0.82,0.675416666666667
"EREG","APP",0.74,0.545
"NCK2","SOCS5",0.73,0.639166666666667
"C5AR1","S1PR4",0.77,0.740416666666667
"CD86","PHB2",0.72,0.783333333333333
"PHB2","S1PR4",0.8,0.591666666666667
"CYBA","XRCC5",0.73,0.540833333333333
"FLCN","SLC4A1",0.76,0.63375
"PARP1","RHOA",0.74,0.704583333333333
"RHOA","STAT3",0.72,0.588333333333333
"TP53","STAT3",0.83,0.5125
"HSF1","PRKCD",0.76,0.535416666666667
"IGF1R","NFE2L2",0.76,0.860833333333333
"MYC","NFE2L2",0.92,0.851666666666667
"RELA","ROCK1",0.78,0.765833333333333
"PDE5A","PPARG",0.7,0.724166666666667
"ADARB1","WNT5A",0.72,0.931666666666667
"ADAM17","HOXB4",0.72,0.839166666666667
"MTOR","SOX11",0.75,0.706666666666667
"ABL1","MICOS10-NBL1",0.81,0.850416666666667
"BAX","ROR2",0.84,0.788333333333333
"BCL2L11","GLI3",0.82,0.595833333333333
"CREBBP","ROR2",0.74,0.734166666666667
"CREBBP","SHH",0.71,0.72125
"NOTCH1","SHH",0.74,0.7975
"HAMP","PARP1",0.82,0.617916666666667
"NOTCH1","PARP1",0.78,0.756666666666667
"P2RX4","PRKCA",0.73,0.7275
"C3","TUBB",0.72,0.745833333333333
"PTPRD","PTPRS",0.71,0.888333333333333
"ADORA1","PDE4D",0.83,0.81
"IL2","PIK3CG",0.73,0.585
"IGF2","WNT10B",0.76,0.64
"RPS6KB1","WNT10B",0.73,0.63375
"SHH","WNT10B",0.7,0.725
"CNR1","CRTC3",0.74,0.692083333333333
"CRTC3","HCAR2",0.83,0.68625
"HCAR2","PIK3CG",0.7,0.545833333333333
"HCAR2","TNF",0.76,0.7425
"IL1B","APOA2",0.73,0.500416666666667
"HSF1","ROCK1",0.75,0.707083333333333
"MYC","PRKCD",0.74,0.63125
"SRC","NFE2L2",0.76,0.575416666666667
"CTNNB1","RHOA",0.78,0.632083333333333
"FOXP1","RHOA",0.87,0.615833333333333
"PYHIN1","ZNF385A",0.85,0.714583333333333
"SP100","ZNF385A",0.83,0.60375
"IGF1R","RB1",0.7,0.50375
"RB1","STK4",0.85,0.70875
"CTNNB1","PIM1",0.78,0.669583333333333
"SIX1","PIM1",0.8,0.567916666666667
"ADCY7","PTK2B",0.71,0.612083333333333
"CALR","PTK2B",0.74,0.629166666666667
"CEBPA","LIG4",0.92,0.92375
"LIG4","NFE2L2",0.72,0.63
"IL6","NFKBIA",0.8,0.665833333333333
"NR1H2","TNF",0.76,0.919166666666667
"NR1H3","LEP",0.77,0.59625
"PPARG","TREM2",0.77,0.73875
"PTPN2","TREM2",0.75,0.610833333333333
"CD300A","MTOR",0.76,0.965
"ITGA1","MTOR",0.79,0.864166666666667
"JAK2","SLC39A10",0.71,0.530416666666667
"PTPRC","SLC39A10",0.76,0.695
"BCL2L11","PIK3CG",0.77,0.739166666666667
"MYC","TP53",0.93,0.782083333333333
"PIK3CG","TP53",0.73,0.73
"LOX","SHH",0.73,0.920833333333333
"THRA","RBPJ",0.7,0.541666666666667
"FZD7","KAT2A",0.71,0.757916666666667
"TGFB1","GREM1",0.72,0.632083333333333
"DBNL","EPHB3",0.7,0.54625
"DOCK10","EPHB1",0.79,0.855833333333333
"DOCK10","FYN",0.86,0.805416666666667
"DOCK10","PAFAH1B1",0.74,0.72
"EPHB3","LGMN",0.81,0.671666666666667
"ITGA3","LRRK2",0.78,0.641666666666667
"TREM2","WASL",0.78,0.672083333333333
"CACNA1C","PRKCZ",0.82,0.79625
"GJA1","HSH2D",0.79,0.6775
"PARP1","SMAD7",0.85,0.77125
"ACIN1","HSF1",0.74,0.730833333333333
"ACIN1","SIRT2",0.72,0.826666666666667
"BAX","DNASE2",0.78,0.508333333333333
"CASP3","TOP2A",0.84,0.757916666666667
"FASLG","ZC3H12A",0.79,0.627083333333333
"ARRB2","HRAS",0.75,0.877916666666667
"ARRB2","KLRC4-KLRK1",0.74,0.715
"ARRB2","TSC1",0.79,0.78875
"KLRC4-KLRK1","LRRK2",0.77,0.65125
"KLRK1","MIR223",0.71,0.584166666666667
"LRCH1","MIR223",0.8,0.835833333333333
"CITED2","RARG",0.71,0.60875
"IHH","ZEB1",0.71,0.776666666666667
"WNT5A","SP3",0.7,0.760416666666667
"FFAR2","FFAR3",0.75,0.747916666666667
"FFAR2","LDLR",0.72,0.812916666666667
"HES1","LDLR",0.72,0.550833333333333
"PTAFR","HES1",0.81,0.59625
"ZC3H12A","LDLR",0.77,0.549583333333333
"DDX3X","NRARP",0.71,0.68
"HHEX","TNFAIP3",0.73,0.865
"PRF1","LAPTM5",0.91,0.545
"BAX","TRPV1",0.8,0.625
"IL1R2","S100A13",0.73,0.6
"IL1R2","P2RX7",0.7,0.563333333333333
"FBN1","GREM1",0.72,0.61
"MICOS10-NBL1","NRROS",0.71,0.617083333333333
"FOXP1","P2RX4",0.74,0.592916666666667
"P2RX4","PPIA",0.88,0.795416666666667
"MAPT","PMAIP1",0.77,0.5425
"SEMA3C","SOX4",0.9,0.83
"SOX11","SOX4",0.93,0.832083333333333
"CDC42","PTK2B",0.86,0.800833333333333
"CHRNB2","RBFOX2",0.83,0.977083333333333
"DAB2IP","EZH2",0.71,0.735833333333333
"DLG5","LRP8",0.71,0.935833333333333
"EPHB2","SARM1",0.72,0.7125
"CEBPA","TFE3",0.76,0.7375
"CEBPB","MAPK14",0.91,0.718333333333333
"SOX13","SIRT1",0.71,0.699166666666667
"CCR7","TGFB3",0.76,0.799166666666667
"CDC42","RIPOR2",0.89,0.705833333333333
"PIK3R1","RAB17",0.74,0.6875
"PIK3R1","WASL",0.78,0.592916666666667
"RIPOR2","DOCK11",0.77,0.509166666666667
"SRF","RAB17",0.7,0.700833333333333
"TENM1","TRPM2",0.72,0.6525
"JARID2","MEF2C",0.74,0.77375
"MAPK14","TGFBR2",0.81,0.518333333333333
"HCAR2","LEP",0.75,0.72
"PPARG","GATA3",0.8,0.507083333333333
"ATF2","MAPK3",0.78,0.894583333333333
"EIF2AK4","MTOR",0.75,0.741666666666667
"FLCN","MAPK8",0.86,0.595
"ADIPOQ","PTPN11",0.7,0.913333333333333
"MIR223","STXBP3",0.7,0.787083333333333
"AGER","ITM2A",0.74,0.80875
"ARNT","C3",0.72,0.61125
"C5AR1","CCR2",0.74,0.82625
"CD300A","IKBKB",0.72,0.9025
"CD33","FKBP1A",0.86,0.77125
"HSP90AB1","HSPD1",0.7,0.637916666666667
"HSPA9","THBS1",0.72,0.8675
"ANXA1","TSPO2",0.78,0.622916666666667
"APPL2","PRNP",0.79,0.78875
"G3BP2","TP53",0.7,0.721666666666667
"GBP5","ISG15",0.79,0.748333333333333
"JMJD6","ZBTB1",0.79,0.660833333333333
"NINJ1","ZC3H12A",0.75,0.6775
"BCL6","NF1",0.8,0.595
"DMTN","JAG1",0.73,0.827083333333333
"HOXA7","MMP14",0.73,0.7475
"NF1","SRC",0.7,0.742916666666667
"SERPINE1","MMP14",0.86,0.512916666666667
"EGR3","LGMN",0.8,0.685416666666667
"LGMN","P2RX4",0.92,0.735833333333333
"PRKD2","NOTCH1",0.75,0.51
"EDN1","TACR1",0.75,0.777083333333333
"GPER1","SRF",0.85,0.784166666666667
"ITGA2","PTAFR",0.73,0.768333333333333
"KIT","RHOA",0.82,0.584166666666667
"KIT","TACR1",0.73,0.612083333333333
"RHOA","SRF",0.79,0.541666666666667
"SPHK1","PTAFR",0.76,0.552916666666667
"ASXL1","CALR",0.77,0.845833333333333
"CRKL","PPARG",0.7,0.765416666666667
"CRKL","TBX1",0.75,0.5225
"EZH2","CALR",0.73,0.695
"ACE","SYK",0.75,0.601666666666667
"JAK2","LRP1",0.72,0.669583333333333
"LRP1","PARP1",0.72,0.54125
"TGFB1","BMP6",0.79,0.595
"FLOT1","FLT4",0.71,0.830833333333333
"PLA2G6","FLT4",0.77,0.546666666666667
"PLA2G6","PLEK",0.9,0.7725
"PLA2G6","PRKCZ",0.7,0.635833333333333
"ACE","ANXA1",0.73,0.77625
"PLA2G2A","SYK",0.73,0.709583333333333
"PLA2G5","ANXA1",0.7,0.5075
"DNM2","TRPM2",0.72,0.685833333333333
"NECTIN1","SLC39A10",0.74,0.625416666666667
"PAF1","RGCC",0.7,0.758333333333333
"ABL1","NF1",0.84,0.629583333333333
"ABL1","SLC7A11",0.78,0.551666666666667
"ACTR2","APP",0.72,0.771666666666667
"CHRNB2","SRF",0.71,0.767916666666667
"HIF1A","LGMN",0.74,0.725833333333333
"ITGB1","TACR1",0.86,0.661666666666667
"RAG1","RAPGEF3",0.71,0.826666666666667
"LIF","POU4F1",0.75,0.8425
"LIF","SMAD7",0.7,0.865
"ACTR2","TREM2",0.78,0.805
"LRP8","PAK3",0.73,0.6825
"APP","ARIH2",0.83,0.8875
"ARIH2","CTNNB1",0.73,0.885
"ARIH2","CXCR4",0.75,0.6
"CHGA","SPHK1",0.84,0.8225
"SRF","RHOA",0.77,0.516666666666667
"ATF2","UMODL1",0.89,0.836666666666667
"DHRS7B","SIRT1",0.84,0.565416666666667
"LRP5L","SPI1",0.81,0.645416666666667
"PAXIP1","SPI1",0.83,0.587083333333333
"PIK3CA","XBP1",0.82,0.651666666666667
"RORC","UMODL1",0.75,0.820416666666667
"RORC","XBP1",0.7,0.7025
"TRPM4","PIK3CA",0.73,0.560833333333333
"UMODL1","XBP1",0.83,0.840833333333333
"AKT1","KAT2A",0.83,0.824166666666667
"CIB1","HES1",0.78,0.714166666666667
"CORO1A","RAB35",0.81,0.715416666666667
"CRK","MAPT",0.84,0.859166666666667
"CRK","TRPV1",0.89,0.516666666666667
"HES1","MAPT",0.86,0.859166666666667
"CITED2","NF1",0.74,0.63375
"NF1","SMAD3",0.72,0.692916666666667
"PBX1","PDGFRA",0.77,0.711666666666667
"DDX3X","G3BP2",0.85,0.690416666666667
"G3BP2","YTHDF3",0.83,0.77125
"LSM14A","YTHDF2",0.74,0.727083333333333
"PRRC2C","PUM2",0.76,0.857083333333333
"PUM2","YTHDF2",0.73,0.709166666666667
"YTHDF3","YTHDF1",0.83,0.575833333333333
"YTHDF1","YTHDF2",0.7,0.854583333333333
"BMP5","CDKN1C",0.84,0.787916666666667
"FGFR2","TRIM28",0.71,0.777083333333333
"IL10","SETD2",0.83,0.648333333333333
"ZFP36L1","SETD2",0.72,0.685
"CTNNB1","IL33",0.79,0.500833333333333
"IGF1","IL33",0.82,0.888333333333333
"RUNX1","SMAD3",0.92,0.73375
"ADTRP","DPP4",0.7,0.690833333333333
"DPP4","IL6",0.72,0.63
"GATA6","EOMES",0.73,0.606666666666667
"PAF1","EOMES",0.71,0.514166666666667
"AKIRIN1","ANGPT1",0.71,0.68
"BAX","GATA3",0.85,0.74125
"HOXA5","RTN4",0.76,0.681666666666667
"PHB2","RTN4",0.78,0.692083333333333
"EPAS1","OAS1",0.79,0.754583333333333
"ITGB6","VEGFA",0.7,0.79875
"MYC","TCF21",0.9,0.747916666666667
"SIX4","TCF21",0.8,0.617083333333333
"FBXW7","MED1",0.71,0.5625
"TNFAIP3","XBP1",0.8,0.65125
"ADCY7","AKT1",0.72,0.734583333333333
"ADCY7","KLF2",0.71,0.81375
"NR1H3","PPARG",0.76,0.653333333333333
"ABL1","SIPA1",0.77,0.802083333333333
"CCL2","PML",0.72,0.965
"MED1","TGFB1",0.7,0.542083333333333
"POU4F1","TGFBR3",0.72,0.8575
"ADIPOQ","PLEK",0.84,0.707916666666667
"PDGFB","STK11",0.72,0.739166666666667
"PTAFR","SELENOS",0.79,0.761666666666667
"BMP6","PDPK1",0.74,0.546666666666667
"IFNA5","IFNG",0.73,1
"IL12B","PPP3CA",0.83,0.589583333333333
"IL18","ROCK1",0.95,0.79375
"IL23A","ROCK1",0.76,0.7925
